Title,Price,Link,Status,Loc_Date
IMac 5K Retina 27cali late 2014,3 499 złdo negocjacji,/d/oferta/imac-5k-retina-27cali-late-2014-CID99-IDLuAJR.html,Używane,"Warszawa, Ursus - Dzisiaj o 12:58"
Kompletny zestaw komputera do gier,2 000 zł,/d/oferta/kompletny-zestaw-komputera-do-gier-CID99-IDTX7Y4.html,Używane,"Warszawa, Praga-Południe - 04 kwietnia 2023"
Komputer do GIER I5 / R9-270X / 8GB / SSD-512GB / 600W / RGB  / W10 GW,1 290 złdo negocjacji,/d/oferta/komputer-do-gier-i5-r9-270x-8gb-ssd-512gb-600w-rgb-w10-gw-CID99-IDTQwq6.html,Używane,Myślenice - 28 marca 2023
"Wiedźmin 3 Custom PC , Intel Xeon 10 rdz, 32gb RAM , 8gb grafika, SSD",1 650 złdo negocjacji,/d/oferta/wiedzmin-3-custom-pc-intel-xeon-10-rdz-32gb-ram-8gb-grafika-ssd-CID99-IDTWUWq.html,Używane,Ełk - 02 kwietnia 2023
Stary komputer nr 1,50 zł,/d/oferta/stary-komputer-nr-1-CID99-IDTYmSe.html,Uszkodzone,"Łódź, Widzew - Dzisiaj o 12:57"
HP Elitedesk 800 G1 SFF I5-4570/DDR3 8G/SSD 240G/ Win 11 Pro,399 złdo negocjacji,/d/oferta/hp-elitedesk-800-g1-sff-i5-4570-ddr3-8g-ssd-240g-win-11-pro-CID99-IDSy8Nx.html,Używane,"Gdynia, Obłuże - Dzisiaj o 12:57"
komputer gamingowy,5 000 zł,/d/oferta/komputer-gamingowy-CID99-IDSBEcG.html,Używane,"Wrocław, Krzyki - Odświeżono Dzisiaj o 12:56"
Mini pc hp T520 AMD,120 zł,/d/oferta/mini-pc-hp-t520-amd-CID99-IDT1Uo2.html,Używane,Dobrzeń Wielki - Dzisiaj o 12:54
Komputer stacjonarny,520 zł,/d/oferta/komputer-stacjonarny-CID99-IDTYmFs.html,Używane,Kiełczew - Dzisiaj o 12:54
Stary komputer Pentium 133,350 zł,/d/oferta/stary-komputer-pentium-133-CID99-IDTYms4.html,Używane,Słupca - Dzisiaj o 12:51
"DELL OPTIPLEX 7010, wszystko bez płyty",100 złdo negocjacji,/d/oferta/dell-optiplex-7010-wszystko-bez-plyty-CID99-IDSZGX9.html,Używane,"Kraków, Nowa Huta - Dzisiaj o 12:49"
Komputer stacjonarny pc gigabyte core 2 duo,100 zł,/d/oferta/komputer-stacjonarny-pc-gigabyte-core-2-duo-CID99-IDTYmjb.html,Używane,Białogard - Dzisiaj o 12:48
UŻYWANY komputer Dell Optiplex 7060 SFF 16GB RAM 512GB NVMe i5-8400 FV,1 699 zł,/d/oferta/uzywany-komputer-dell-optiplex-7060-sff-16gb-ram-512gb-nvme-i5-8400-fv-CID99-IDTYmiq.html,Używane,Koszalin - Dzisiaj o 12:48
"Komputer stacjonarny, GTX 650Ti",750 złdo negocjacji,/d/oferta/komputer-stacjonarny-gtx-650ti-CID99-IDPzSof.html,Używane,Witkowo - Dzisiaj o 12:48
Komputer stacjonarny procesor  inter core i5-4460 3.2Ghz,500 zł,/d/oferta/komputer-stacjonarny-procesor-inter-core-i5-4460-3-2ghz-CID99-IDTR8sh.html,Używane,Bielsko-Biała - 28 marca 2023
Baza pod komputer do gier gamingowy i5 16GB RAM 512 SSD,1 099 zł,/d/oferta/baza-pod-komputer-do-gier-gamingowy-i5-16gb-ram-512-ssd-CID99-IDSJ8Mw.html,Używane,"Warszawa, Włochy - 17 marca 2023"
Komputer do gier i5-7600/GF1060-6GB/16GB/240SSD+1TB/DVD,1 800 zł,/d/oferta/komputer-do-gier-i5-7600-gf1060-6gb-16gb-240ssd-1tb-dvd-CID99-IDTDakz.html,Używane,Biadacz - Odświeżono Dzisiaj o 09:20
Sprzedam komputer,2 000 złdo negocjacji,/d/oferta/sprzedam-komputer-CID99-IDTIMrK.html,Używane,Olesno - Dzisiaj o 12:48
Komputer do gier GTX960 z oryginalnym windows 10,900 złdo negocjacji,/d/oferta/komputer-do-gier-gtx960-z-oryginalnym-windows-10-CID99-IDTwwvt.html,Używane,Stargard - Dzisiaj o 12:47
Dell T3620 Xeon E3-1240 DDR4 16GB Quadro M2000,1 200 zł,/d/oferta/dell-t3620-xeon-e3-1240-ddr4-16gb-quadro-m2000-CID99-IDTYmd8.html,Używane,Bydgoszcz - Dzisiaj o 12:47
Komputer stacjonarny HP 290 G2 SFF 8GB 256GB NVMe+1TB HDD i3-8100 FV,999 zł,/d/oferta/komputer-stacjonarny-hp-290-g2-sff-8gb-256gb-nvme-1tb-hdd-i3-8100-fv-CID99-IDQMlxV.html,Używane,Koszalin - Dzisiaj o 12:46
"UŻYWANY komputer AiO LENOVO ThinkCentre M810Z 21,5 128GB+1TB i5 8GB FV",799 zł,/d/oferta/uzywany-komputer-aio-lenovo-thinkcentre-m810z-21-5-128gb-1tb-i5-8gb-fv-CID99-IDOecOM.html,Używane,Koszalin - Dzisiaj o 12:46
DELL Precision T7610 / 2x E5-2687W v2 / RTX 2080 SUPER / RAM ECC 64GB,4 699 zł,/d/oferta/dell-precision-t7610-2x-e5-2687w-v2-rtx-2080-super-ram-ecc-64gb-CID99-IDTraEC.html,Używane,Sterdyń - Dzisiaj o 12:46
Komputer stacjonarny do gier i nie tylko,1 000 zł,/d/oferta/komputer-stacjonarny-do-gier-i-nie-tylko-CID99-IDTu02G.html,Używane,Czaszyn - Dzisiaj o 12:46
Komputer stacjonarny plus klawiatura,150 złdo negocjacji,/d/oferta/komputer-stacjonarny-plus-klawiatura-CID99-IDFXdwi.html,Używane,Nidzica - Dzisiaj o 12:46
Acer Aspire X3990 i52300 8GB 120SSD Win10 Wi-Fi Monitor,500 zł,/d/oferta/acer-aspire-x3990-i52300-8gb-120ssd-win10-wi-fi-monitor-CID99-IDT9EmU.html,Używane,Jedlina-Zdrój - Dzisiaj o 12:45
"Komputer All-in-One 24"" Intel Pentium 3.2GHz 8GB RAM SSD 250GB Win11",499 złdo negocjacji,/d/oferta/komputer-all-in-one-24-intel-pentium-3-2ghz-8gb-ram-ssd-250gb-win11-CID99-IDSYqzM.html,Używane,"Gdańsk, Jasień - Dzisiaj o 12:44"
"Zestaw komputer RTX 3060 Ti 8GB I5 10 gen, Steelseries, monitor",4 100 złdo negocjacji,/d/oferta/zestaw-komputer-rtx-3060-ti-8gb-i5-10-gen-steelseries-monitor-CID99-IDTQZYw.html,Używane,"Warszawa, Ursus - Odświeżono dnia 03 kwietnia 2023"
Komputer Gamingowy+Monitor+klawiatura+mysz rtx 3070,5 400 złdo negocjacji,/d/oferta/komputer-gamingowy-monitor-klawiatura-mysz-rtx-3070-CID99-IDTYbvn.html,Używane,Rydułtowy - Dzisiaj o 09:53
"Komputer do gier ryzen 5, GTX 1050 ti",1 150 złdo negocjacji,/d/oferta/komputer-do-gier-ryzen-5-gtx-1050-ti-CID99-IDTHQ2Z.html,Używane,Tarnobrzeg - 03 kwietnia 2023
"Apple AiO iMac 21,5 4K Retina (czyli MNE02ZE/A)",4 300 zł,/d/oferta/apple-aio-imac-21-5-4k-retina-czyli-mne02ze-a-CID99-IDLxHGD.html,Używane,Bydgoszcz - Dzisiaj o 12:43
Komputer HP PAVILION GAMING TG01 16GB 500GB+1TB i5-11400F 1660TI FV,2 599 zł,/d/oferta/komputer-hp-pavilion-gaming-tg01-16gb-500gb-1tb-i5-11400f-1660ti-fv-CID99-IDQMk34.html,Używane,Koszalin - Dzisiaj o 12:42
"Komputer stacjonarny/pc Ryzen 1600 AF, 16 GB ram Corsair",1 400 złdo negocjacji,/d/oferta/komputer-stacjonarny-pc-ryzen-1600-af-16-gb-ram-corsair-CID99-IDTYlTZ.html,Używane,Bydgoszcz - Dzisiaj o 12:42
Komputer stacjonarny do gier,2 000 złdo negocjacji,/d/oferta/komputer-stacjonarny-do-gier-CID99-IDTIDtU.html,Używane,Piaseczno - Dzisiaj o 12:41
stacja robocza/serwer Dell Inspirion T5500,700 zł,/d/oferta/stacja-robocza-serwer-dell-inspirion-t5500-CID99-IDQoC5a.html,Używane,Kielce - Dzisiaj o 12:39
Komputer HP Compaq dc7700 Ultra-slim + monitor,150 złdo negocjacji,/d/oferta/komputer-hp-compaq-dc7700-ultra-slim-monitor-CID99-IDQ1R8L.html,Używane,Kielce - Dzisiaj o 12:37
Komputer i3 6100/Gtx 1060,820 zł,/d/oferta/komputer-i3-6100-gtx-1060-CID99-IDTYlAc.html,Używane,Siedlce - Dzisiaj o 12:36
Komputer stacjonarny Win10 Intel Core2 3GHz Radeon HD4800/1TB 7GBRam,299 zł,/d/oferta/komputer-stacjonarny-win10-intel-core2-3ghz-radeon-hd4800-1tb-7gbram-CID99-IDTwyqt.html,Używane,Sosnowiec - Odświeżono Dzisiaj o 12:33
Komputer stacjonarny do grafiki komputerowej 3D,2 900 złdo negocjacji,/d/oferta/komputer-stacjonarny-do-grafiki-komputerowej-3d-CID99-IDTYlnz.html,Używane,"Warszawa, Mokotów - Dzisiaj o 12:32"
Komputer komputronik,100 zł,/d/oferta/komputer-komputronik-CID99-IDTYkTH.html,Używane,Rydułtowy - Dzisiaj o 12:25
"Gamingowy - Ryzen 5 5600, 16GB RAM, 500GB NVMe, RX 5600, Gwarancja",3 280 złdo negocjacji,/d/oferta/gamingowy-ryzen-5-5600-16gb-ram-500gb-nvme-rx-5600-gwarancja-CID99-IDSlrEE.html?,Używane,"Białystok, Centrum - 01 kwietnia 2023"
Komputer core i 5-7500. 32GB RAM SSD NVME,1 510 zł,/d/oferta/komputer-core-i-5-7500-32gb-ram-ssd-nvme-CID99-IDTPEPx.html?,Używane,Tarczyn - Odświeżono dnia 04 kwietnia 2023
Komputer Gamingowy MSI/i5/16GB DDR4/512GB SSD NVMe+1TB HDD/GTX 4GB,2 400 zł,/d/oferta/komputer-gamingowy-msi-i5-16gb-ddr4-512gb-ssd-nvme-1tb-hdd-gtx-4gb-CID99-IDNR1Vz.html?,Używane,Furmany - 02 kwietnia 2023
"Sprzedam komputer z całym osprzętem sprawny  zegar, żylandor,",300 złdo negocjacji,/d/oferta/sprzedam-komputer-z-calym-osprzetem-sprawny-zegar-zylandor-CID99-IDTJp5v.html?,Używane,Lubin - Odświeżono Dzisiaj o 12:24
"Apple Mac Mini M1 8 GB RAM, 256 GB SSD ideał new",2 349 złdo negocjacji,/d/oferta/apple-mac-mini-m1-8-gb-ram-256-gb-ssd-ideal-new-CID99-IDT0Fe7.html?,Używane,Stargard - Dzisiaj o 12:22
Komputer stacjonarny,200 zł,/d/oferta/komputer-stacjonarny-CID99-IDTGdTG.html?,Używane,"Warszawa, Żoliborz - Dzisiaj o 12:19"
Komputer z Monitorem,400 zł,/d/oferta/komputer-z-monitorem-CID99-IDSZEAh.html?,Używane,"Wrocław, Psie Pole - Dzisiaj o 12:18"
PC gaming/projektowanie ZESTAW! i9-9900K RTX2080 8GB Patriot 32 GB,5 900 złdo negocjacji,/d/oferta/pc-gaming-projektowanie-zestaw-i9-9900k-rtx2080-8gb-patriot-32-gb-CID99-IDRIPbn.html?,Używane,Pruszków - Dzisiaj o 12:16
"Komputer do gier ryzen 5 5500/rtx 3070/16gb rgb/m2 mvne/win 10 11,",3 900 zł,/d/oferta/komputer-do-gier-ryzen-5-5500-rtx-3070-16gb-rgb-m2-mvne-win-10-11-CID99-IDTYk8L.html?,Używane,Malbork - Dzisiaj o 12:15
Komputer PC HP Pro 3500 Series MT,549 złdo negocjacji,/d/oferta/komputer-pc-hp-pro-3500-series-mt-CID99-IDTs4Tt.html?,Używane,"Warszawa, Praga-Południe - Dzisiaj o 12:13"
"Komputer stacjonarny , monitor LG 19 cali  i głośniki Creative a100",399 złdo negocjacji,/d/oferta/komputer-stacjonarny-monitor-lg-19-cali-i-glosniki-creative-a100-CID99-IDTYjY8.html?,Używane,Nowy Sącz - Dzisiaj o 12:12
Komputer stacjonarny Dell cena za zestaw,340 zł,/d/oferta/komputer-stacjonarny-dell-cena-za-zestaw-CID99-IDSLrXb.html?,Używane,Tychy - Dzisiaj o 12:10
Komputer Lenovo M81,250 zł,/d/oferta/komputer-lenovo-m81-CID99-IDSZHAG.html?,Używane,Trzebownisko - Dzisiaj o 12:10
NOWY Komputer Ryzen 5 3600 GTX 1080 16GB RAM,2 450 zł,/d/oferta/nowy-komputer-ryzen-5-3600-gtx-1080-16gb-ram-CID99-IDTKSIh.html?,Nowe,Stary Wiśnicz - Odświeżono dnia 29 marca 2023
Komputer stacjonarny Ryzen 7 5800x 3080Ti 32GB 1TB,7 200 zł,/d/oferta/komputer-stacjonarny-ryzen-7-5800x-3080ti-32gb-1tb-CID99-IDTsSVd.html?,Używane,"Warszawa, Wola - Odświeżono Dzisiaj o 06:07"
Komputer Lenovo i5-2400  240GB SSD  8GB RAM  Gwarancja,280 zł,/d/oferta/komputer-lenovo-i5-2400-240gb-ssd-8gb-ram-gwarancja-CID99-IDQe8Kt.html?,Używane,"Kraków, Swoszowice - 14 marca 2023"
Komputer stacjonarny Picasso i3-4160/8GB/1000/DVD-RW,990 złdo negocjacji,/d/oferta/komputer-stacjonarny-picasso-i3-4160-8gb-1000-dvd-rw-CID99-IDTrWG9.html?,Używane,"Łódź, Bałuty - Dzisiaj o 12:07"
Apple Mac Pro Intel Xeon 16 Core 384GB RAM 2TB SSD Radeon Pro W5700X,23 000 złdo negocjacji,/d/oferta/apple-mac-pro-intel-xeon-16-core-384gb-ram-2tb-ssd-radeon-pro-w5700x-CID99-IDTtXaj.html?,Używane,"Warszawa, Bemowo - Dzisiaj o 12:07"
Mini PC Z83/x5-Z8350/2GB/32GB/Win10/WiFi,199 zł,/d/oferta/mini-pc-z83-x5-z8350-2gb-32gb-win10-wifi-CID99-IDTI8aX.html?,Używane,"Częstochowa, Raków - Dzisiaj o 12:05"
Komputer Dell Vostro 320 All in One,420 złdo negocjacji,/d/oferta/komputer-dell-vostro-320-all-in-one-CID99-IDTYjxC.html?,Używane,Bydgoszcz - Dzisiaj o 12:04
Czytnik kart do tachografu,1 100 zł,/d/oferta/czytnik-kart-do-tachografu-CID99-IDTYjxe.html?,Używane,Przeginia - Dzisiaj o 12:04
"Wydajny PC. Ryzen 3700X, Rtx Asus Tuf 3080, 1 Tb ssd m2,",4 900 złdo negocjacji,/d/oferta/wydajny-pc-ryzen-3700x-rtx-asus-tuf-3080-1-tb-ssd-m2-CID99-IDTTy7s.html?,Używane,"Poznań, Junikowo - Odświeżono Dzisiaj o 12:04"
"i3-13100, LED Komputer do Gier, 16 GB,RTX 3070 , SSD, Win 10 Pro",4 650 zł,/d/oferta/i3-13100-led-komputer-do-gier-16-gb-rtx-3070-ssd-win-10-pro-CID99-IDSVdZi.html?,Nowe,"Warszawa, Ursynów - Dzisiaj o 12:03"
"i3-10100, LED Komputer Do Gier, 32 GB, RTX 3060 12GB, SSD, Win 11,Woda",4 350 zł,/d/oferta/i3-10100-led-komputer-do-gier-32-gb-rtx-3060-12gb-ssd-win-11-woda-CID99-IDSf9jx.html?,Nowe,"Warszawa, Ursynów - Dzisiaj o 12:03"
"RTX 3060 Ti, LED Komputer Do Gier, 32 GB, i5-8400, SSD,Woda, Win",3 999 zł,/d/oferta/rtx-3060-ti-led-komputer-do-gier-32-gb-i5-8400-ssd-woda-win-CID99-IDRSvGe.html?,Nowe,"Warszawa, Ursynów - Dzisiaj o 12:03"
"i5, Zestaw komputerowy, 16 GB, SSD, Monitor, WIn 10",950 zł,/d/oferta/i5-zestaw-komputerowy-16-gb-ssd-monitor-win-10-CID99-IDRDgvl.html?,Nowe,"Warszawa, Ursynów - Dzisiaj o 12:03"
"Sprzedam/Wymienie Komputer i7-12700k, 3060Ti bardzo dobry stan",11 000 złdo negocjacji,/d/oferta/sprzedam-wymienie-komputer-i7-12700k-3060ti-bardzo-dobry-stan-CID99-IDTBUSo.html?,Używane,Bolesławiec - Odświeżono dnia 02 kwietnia 2023
Apple Mac Mini M1 / 16gb Ram / 512 GB / 8C CPU i GPU / 1GBe,4 150 zł,/d/oferta/apple-mac-mini-m1-16gb-ram-512-gb-8c-cpu-i-gpu-1gbe-CID99-IDTBHru.html?,Używane,Bojano - Odświeżono Dzisiaj o 10:40
"Komputer i5 4x 3,3 GHz, 16Gb ram, radeon HD 7770, SSD",1 000 złdo negocjacji,/d/oferta/komputer-i5-4x-3-3-ghz-16gb-ram-radeon-hd-7770-ssd-CID99-IDTWpVU.html?,Używane,Władysławów - 02 kwietnia 2023
"Komputer do GIER /AMD A8 7600 - 3,8GHz /8GB /SSD + HDD /GTX 560",490 zł,/d/oferta/komputer-do-gier-amd-a8-7600-3-8ghz-8gb-ssd-hdd-gtx-560-CID99-IDTYjhg.html?,Używane,"Gdańsk, Śródmieście - Dzisiaj o 12:02"
Acer Aspire TC 605,400 zł,/d/oferta/acer-aspire-tc-605-CID99-IDTwFiU.html?,Używane,"Poznań, Jeżyce - Dzisiaj o 12:01"
Komputer Lenovo ThinkCentreM83,280 złdo negocjacji,/d/oferta/komputer-lenovo-thinkcentrem83-CID99-IDT1SZc.html?,Używane,Olsztyn - Dzisiaj o 12:00
PC Intel 2500k P67 Pro3 Aerocool BeQuiet SilentiumPC,300 zł,/d/oferta/pc-intel-2500k-p67-pro3-aerocool-bequiet-silentiumpc-CID99-IDTYj9c.html?,Używane,"Wrocław, Krzyki - Dzisiaj o 11:57"
Komputer | i5 10600KF 4.7GHz | GeForce GTX 1080Ti 11GB | Chłodnica,3 600 złdo negocjacji,/d/oferta/komputer-i5-10600kf-4-7ghz-geforce-gtx-1080ti-11gb-chlodnica-CID99-IDSy3sF.html?,Używane,Brodnica - Dzisiaj o 11:57
! Komputer EMPIRE GAMING !,1 990 zł,/d/oferta/komputer-empire-gaming-CID99-IDTfrR8.html?,Używane,Tarnów - Dzisiaj o 11:57
Komputer HP WAVE 600,1 250 zł,/d/oferta/komputer-hp-wave-600-CID99-IDR1MWY.html?,Używane,Tarnów - Dzisiaj o 11:56
Komputer Staconarny Windows 11 PRO,320 zł,/d/oferta/komputer-staconarny-windows-11-pro-CID99-IDTtViq.html?,Używane,Nowy Sącz - Dzisiaj o 11:54
Komputer Stacjonarny i3 8100/ GTX 1060 3GB,1 500 zł,/d/oferta/komputer-stacjonarny-i3-8100-gtx-1060-3gb-CID99-IDRwFa6.html?,Używane,Toruń - Dzisiaj o 11:51
Komputer stacjonarny Dell i5 2400,262 zł,/d/oferta/komputer-stacjonarny-dell-i5-2400-CID99-IDTsqIi.html?,Używane,Mnich - Dzisiaj o 11:50
Komputer 6 rdzeni 1660 Super,3 250 złdo negocjacji,/d/oferta/komputer-6-rdzeni-1660-super-CID99-IDTWZfg.html?,Używane,"Białystok, Centrum - 03 kwietnia 2023"
Komputer do gier I5 10400/16Gb/480ssd/gtx980/rgb/win 11 org,1 950 złdo negocjacji,/d/oferta/komputer-do-gier-i5-10400-16gb-480ssd-gtx980-rgb-win-11-org-CID99-IDTB1Ej.html?,Używane,Psary - 01 kwietnia 2023
i5 8600k / 20 GB RAM / GTX 1080 / z370 Tomahawk,2 650 zł,/d/oferta/i5-8600k-20-gb-ram-gtx-1080-z370-tomahawk-CID99-IDTgjcq.html?,Używane,Kostrzyn nad Odrą - 22 marca 2023
"Imac 2017 21,5'' ""Intel i5""2,3 GHz +Magic Keyboard",2 100 złdo negocjacji,/d/oferta/imac-2017-21-5-intel-i5-2-3-ghz-magic-keyboard-CID99-IDT3AJl.html?,Używane,"Warszawa, Wilanów - Dzisiaj o 11:50"
Mac Mini M2 2023 8/256 Gb,3 050 zł,/d/oferta/mac-mini-m2-2023-8-256-gb-CID99-IDTtWYA.html?,Używane,"Kraków, Mistrzejowice - Dzisiaj o 11:50"
Komputer do gier,1 499 złdo negocjacji,/d/oferta/komputer-do-gier-CID99-IDTUhU8.html?,Używane,Koronowo - Odświeżono Dzisiaj o 11:49
Komputer  HP ProDesk G3 SFF,430 złdo negocjacji,/d/oferta/komputer-hp-prodesk-g3-sff-CID99-IDTeRPT.html?,Używane,Kwidzyn - Dzisiaj o 11:47
"Komputer i5-8600k, GTX 1080 8GB, 1TB NVME.  REZERWACJA DO PIĄTKU",1 850 zł,/d/oferta/komputer-i5-8600k-gtx-1080-8gb-1tb-nvme-rezerwacja-do-piatku-CID99-IDTJ2PE.html?,Używane,Giebułtów - Dzisiaj o 11:47
macos high sierra 10.13.6,400 złdo negocjacji,/d/oferta/macos-high-sierra-10-13-6-CID99-IDSZFE6.html?,Używane,Nowy Sącz - Dzisiaj o 11:47
Wzmacniacz sieci TP-LINK RE190/ AC750,59 zł,/d/oferta/wzmacniacz-sieci-tp-link-re190-ac750-CID99-IDTYi9b.html?,Używane,"Gdańsk, Wrzeszcz - Dzisiaj o 11:45"
Karta graficzna - MSI GeForce GTX 750 2GB,200 zł,/d/oferta/karta-graficzna-msi-geforce-gtx-750-2gb-CID99-IDSAr5m.html?,Używane,Szczyty - Dzisiaj o 11:45
Obudowa PC Modecom Step2 Black + Czytnik kart pamięci SD/CF gratis,"34,99 złdo negocjacji",/d/oferta/obudowa-pc-modecom-step2-black-czytnik-kart-pamieci-sd-cf-gratis-CID99-IDSDpg3.html?,Używane,Tarnów - Dzisiaj o 11:45
Komputer Ryzen 5 3600 RX5700 16gb ram 512gb SSD najlepszy do FullHD,3 000 złdo negocjacji,/d/oferta/komputer-ryzen-5-3600-rx5700-16gb-ram-512gb-ssd-najlepszy-do-fullhd-CID99-IDTJlQt.html?,Używane,"Poznań, Junikowo - Odświeżono Dzisiaj o 11:44"
Szybki komputer Gamingowy Fortnite MSI PNY GTX 1660 Ti Win11 Pl Gwaran,1 799 zł,/d/oferta/szybki-komputer-gamingowy-fortnite-msi-pny-gtx-1660-ti-win11-pl-gwaran-CID99-IDTA1p1.html,Używane,Pelplin - Odświeżono Dzisiaj o 13:56
Komputer stacjonarny Win10 Intel Core2 3GHz Radeon HD4800/1TB 7GBRam,299 zł,/d/oferta/komputer-stacjonarny-win10-intel-core2-3ghz-radeon-hd4800-1tb-7gbram-CID99-IDTwyqt.html,Używane,Sosnowiec - Odświeżono Dzisiaj o 12:33
ADVANTECH komputer przemysłowy Windows Server 2012 i3 3.3GHz AIMB-781,510 zł,/d/oferta/advantech-komputer-przemyslowy-windows-server-2012-i3-3-3ghz-aimb-781-CID99-IDEhSie.html,Używane,Suchy Las - Odświeżono Dzisiaj o 11:44
Płyta główna komputera,80 zł,/d/oferta/plyta-glowna-komputera-CID99-IDREgbV.html,Używane,Rybnik - Dzisiaj o 11:37
"Komputer - I7 4790K, GeForce GTX 980, 16 GB RAM",1 700 złdo negocjacji,/d/oferta/komputer-i7-4790k-geforce-gtx-980-16-gb-ram-CID99-IDQ0Pvr.html,Używane,"Białystok, Kawaleryjskie - Dzisiaj o 11:37"
Komputer PC i5 radeon rx 1TB gta battlefield cod,1 650 złdo negocjacji,/d/oferta/komputer-pc-i5-radeon-rx-1tb-gta-battlefield-cod-CID99-IDTYhOu.html,Używane,Bojanowo - Dzisiaj o 11:34
"Komputer stacjonarny, PC (i3-2120 3,3GHz/6GB Ram/Geforce GT 630)",200 złdo negocjacji,/d/oferta/komputer-stacjonarny-pc-i3-2120-3-3ghz-6gb-ram-geforce-gt-630-CID99-IDTJYVm.html,Używane,Trzyciąż - Dzisiaj o 11:34
Zestaw Komputerowy do gier.,4 700 złdo negocjacji,/d/oferta/zestaw-komputerowy-do-gier-CID99-IDTYhIX.html,Używane,Tuchola - Dzisiaj o 11:33
Sprzedam komputer stacjonarny,400 zł,/d/oferta/sprzedam-komputer-stacjonarny-CID99-IDTfszu.html,Używane,"Katowice, Kostuchna - Dzisiaj o 11:32"
Komputer stacjonarny,2 500 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDTYhAz.html,Używane,Zławieś Wielka - Dzisiaj o 11:31
Komputer All in One Msi sprawny w 100 %,300 zł,/d/oferta/komputer-all-in-one-msi-sprawny-w-100-CID99-IDTYhzk.html,Używane,Koszalin - Dzisiaj o 11:31
Dell Optiplex 790 SFF i5/16GB RAM/120SSD+500HDD/Windows 10 Pro,320 zł,/d/oferta/dell-optiplex-790-sff-i5-16gb-ram-120ssd-500hdd-windows-10-pro-CID99-IDSBMm5.html,Używane,"Kraków, Czyżyny - Dzisiaj o 11:30"
Komputer stacjonarny ASER NITRO 50/Dobra Rzecz W Dobrej Cenie,2 200 zł,/d/oferta/komputer-stacjonarny-aser-nitro-50-dobra-rzecz-w-dobrej-cenie-CID99-IDTWjM9.html,Używane,Chojnice - Odświeżono Dzisiaj o 10:57
Komputer do gier RTX 3060 Ryzen 5 3600 + dodatki,3 500 zł,/d/oferta/komputer-do-gier-rtx-3060-ryzen-5-3600-dodatki-CID99-IDTQMWK.html,Używane,Łabiszyn - Odświeżono dnia 04 kwietnia 2023
Sprzedam komputer do gier oraz pracy,2 000 złdo negocjacji,/d/oferta/sprzedam-komputer-do-gier-oraz-pracy-CID99-IDTMHdE.html,Używane,"Warszawa, Rembertów - 25 marca 2023"
Zestaw gamingowy Komputer PC iBOX,2 190 zł,/d/oferta/zestaw-gamingowy-komputer-pc-ibox-CID99-IDTwDTU.html,Nowe,"Poznań, Piątkowo - Dzisiaj o 11:28"
Dell Optiplex 3020 SFF i5/8GB RAM/120SSD+500HDD/Windows 10 Pro,300 zł,/d/oferta/dell-optiplex-3020-sff-i5-8gb-ram-120ssd-500hdd-windows-10-pro-CID99-IDSBLV1.html,Używane,"Kraków, Czyżyny - Dzisiaj o 11:28"
macro system casablanca,700 zł,/d/oferta/macro-system-casablanca-CID99-IDThRUi.html,Używane,"Warszawa, Mokotów - Dzisiaj o 11:27"
Dell Optiplex 3010 SFF i5/8GB RAM/120SSD+500Gb/Windows 10,300 zł,/d/oferta/dell-optiplex-3010-sff-i5-8gb-ram-120ssd-500gb-windows-10-CID99-IDSiCDR.html,Używane,"Kraków, Czyżyny - Dzisiaj o 11:27"
Komputer stacjonarny GTX 1050Ti 8GB RAM AMD FX-6300 SSD240GB+1TBHDD,900 złdo negocjacji,/d/oferta/komputer-stacjonarny-gtx-1050ti-8gb-ram-amd-fx-6300-ssd240gb-1tbhdd-CID99-IDTYhin.html,Używane,Mszana Dolna - Dzisiaj o 11:26
Komputer gamingowy RTX 3060 Intel I7-12700k,6 000 zł,/d/oferta/komputer-gamingowy-rtx-3060-intel-i7-12700k-CID99-IDTYhho.html,Nowe,"Warszawa, Wilanów - Dzisiaj o 11:26"
Komputer stacjonarny adax,700 zł,/d/oferta/komputer-stacjonarny-adax-CID99-IDSZqdQ.html,Używane,Chojna - Dzisiaj o 11:26
komputer PC bell dysk-1tb ram-4gb i3 Intel Core ATI Radeon DVD,450 złdo negocjacji,/d/oferta/komputer-pc-bell-dysk-1tb-ram-4gb-i3-intel-core-ati-radeon-dvd-CID99-IDPGmj2.html,Używane,Bolesławiec - Dzisiaj o 11:24
Komputer do gier | GTX 1660 Ti OC | Ryzen 5 2600 | 500 GB SSD |Win 10|,2 280 zł,/d/oferta/komputer-do-gier-gtx-1660-ti-oc-ryzen-5-2600-500-gb-ssd-win-10-CID99-IDTRkLi.html,Nowe,"Kraków, Grzegórzki - Odświeżono Dzisiaj o 11:24"
"Komputer PC-  i5-6500, 16 GB RAM, Asus GTX 1060, SSD 1 TB, Win 10",1 450 złdo negocjacji,/d/oferta/komputer-pc-i5-6500-16-gb-ram-asus-gtx-1060-ssd-1-tb-win-10-CID99-IDTzzvJ.html,Używane,"Poznań, Górczyn - Odświeżono Dzisiaj o 11:24"
Mini Komputer HP EliteDesk 800 G2 i7 6700T 16GB DDR4 dysk 512SSD Mini,999 zł,/d/oferta/mini-komputer-hp-elitedesk-800-g2-i7-6700t-16gb-ddr4-dysk-512ssd-mini-CID99-IDRNxCz.html,Używane,"Warszawa, Ursus - 30 marca 2023"
