Title,Price,Link,Status,Loc_Date
Gamingowy zestaw komputerowy z monitorem - RTX 3080 Ryzen 7 3800X,6 500 złdo negocjacji,/d/oferta/gamingowy-zestaw-komputerowy-z-monitorem-rtx-3080-ryzen-7-3800x-CID99-IDTTWmx.html,Używane,"Zawiercie, Kromołów - Odświeżono dnia 04 kwietnia 2023"
Dwie Koparki ETH 6600 x8,18 000 zł,/d/oferta/dwie-koparki-eth-6600-x8-CID99-IDTX2xn.html,Używane,"Łódź, Bałuty - 04 kwietnia 2023"
gigabyte B150-HD3,115 złdo negocjacji,/d/oferta/gigabyte-b150-hd3-CID99-IDSEuRb.html,Używane,Łężyce - Dzisiaj o 09:59
"Komputer gameingowy + monitor SAMSUNG (karta graficzna do gier,zasil.)",430 złdo negocjacji,/d/oferta/komputer-gameingowy-monitor-samsung-karta-graficzna-do-gier-zasil-CID99-IDK7mxl.html,Używane,Słupsk - Dzisiaj o 09:56
"Komputer stacjonarny Intel i3, 3.3GHz, DualCore,  Asus P8H61-M LX 3.0",320 złdo negocjacji,/d/oferta/komputer-stacjonarny-intel-i3-3-3ghz-dualcore-asus-p8h61-m-lx-3-0-CID99-IDPivmX.html,Używane,Konin - Dzisiaj o 09:55
Komputer HP Z 400 Workstation+monitor+mysz+klawiatura,150 zł,/d/oferta/komputer-hp-z-400-workstation-monitor-mysz-klawiatura-CID99-IDScgJw.html,Używane,"Police, Anny Jagiellonki - Dzisiaj o 09:55"
Komputer gamingowy Lenovo Legion T5 jak NOWY + klawiatura gratis,4 100 zł,/d/oferta/komputer-gamingowy-lenovo-legion-t5-jak-nowy-klawiatura-gratis-CID99-IDTBw1R.html,Używane,"Warszawa, Bemowo - Dzisiaj o 09:54"
Lenovo thinkcentre M58,110 zł,/d/oferta/lenovo-thinkcentre-m58-CID99-IDTwrTG.html,Używane,"Poznań, Junikowo - Dzisiaj o 09:54"
Dell T1600 i3 2gb+Monitor Gratis!,100 zł,/d/oferta/dell-t1600-i3-2gb-monitor-gratis-CID99-IDSc2KL.html,Używane,"Police, Anny Jagiellonki - Dzisiaj o 09:54"
Komputer gamingowy Ryzen 3 /Rx 560,1 350 złdo negocjacji,/d/oferta/komputer-gamingowy-ryzen-3-rx-560-CID99-IDTtM8X.html,Używane,Wielgie - Dzisiaj o 09:54
"Komputer AIO Dell OptiPlex 9020 3,40/8/500",1 129 zł,/d/oferta/komputer-aio-dell-optiplex-9020-3-40-8-500-CID99-IDQlRJd.html,Używane,"Warszawa, Ursynów - Dzisiaj o 09:54"
Komputer Gamingowy+Monitor+klawiatura+mysz rtx 3070,5 400 złdo negocjacji,/d/oferta/komputer-gamingowy-monitor-klawiatura-mysz-rtx-3070-CID99-IDTYbvn.html,Używane,Rydułtowy - Dzisiaj o 09:53
Mocny komputer do gier i pracy Intel i9 10850k 32GB RAM RTX 3080,7 600 złdo negocjacji,/d/oferta/mocny-komputer-do-gier-i-pracy-intel-i9-10850k-32gb-ram-rtx-3080-CID99-IDQunpW.html,Używane,Lublin - 24 marca 2023
Monitor ryzen 7 5700x rtx 3070TI zestaw gwarancja,6 790 zł,/d/oferta/monitor-ryzen-7-5700x-rtx-3070ti-zestaw-gwarancja-CID99-IDTVEoW.html,Używane,"Gliwice, Kopernika - 03 kwietnia 2023"
Komputer Gamingowy I7 8700k 32GB 3600Mhz RX 6500XT,2 999 zł,/d/oferta/komputer-gamingowy-i7-8700k-32gb-3600mhz-rx-6500xt-CID99-IDT87RV.html,Nowe,Chojnice - Odświeżono dnia 04 kwietnia 2023
Komputer NTT Symfonia N 300 Asus Zestaw monitor klawiatura Win XP,450 zł,/d/oferta/komputer-ntt-symfonia-n-300-asus-zestaw-monitor-klawiatura-win-xp-CID99-IDTYbwJ.html,Używane,Morąg - Dzisiaj o 09:53
Komputer  PC i5-8400/8gb RAM/RX 580 MSI 8gb/su800,1 750 zł,/d/oferta/komputer-pc-i5-8400-8gb-ram-rx-580-msi-8gb-su800-CID99-IDTYbii.html,Używane,Napachanie - Dzisiaj o 09:49
"IMac 12,2 27"" Intel i7, 32GB RAM, 3TB +500 GB ssd",3 999 zł,/d/oferta/imac-12-2-27-intel-i7-32gb-ram-3tb-500-gb-ssd-CID99-IDTH8FO.html,Używane,"Łódź, Widzew - Dzisiaj o 09:49"
Komputer Intel Core 2Duo 3GB RAM HDD 360GB DVDRW,70 zł,/d/oferta/komputer-intel-core-2duo-3gb-ram-hdd-360gb-dvdrw-CID99-IDCKiWl.html,Używane,"Warszawa, Bemowo - Dzisiaj o 09:49"
Komputer do gier i5 12 600kf GTX 1080 TI,5 000 złdo negocjacji,/d/oferta/komputer-do-gier-i5-12-600kf-gtx-1080-ti-CID99-IDTEfnB.html,Używane,Tarnów - Dzisiaj o 09:48
Komputer stacjonarny i5 16GB DDR4 SSD M.2 1TB Gigabyte Crucial Corsair,1 399 zł,/d/oferta/komputer-stacjonarny-i5-16gb-ddr4-ssd-m-2-1tb-gigabyte-crucial-corsair-CID99-IDTGit5.html,Używane,Kielce - Dzisiaj o 09:46
I5 RAM ddr4 16 dysk SSD  M2 500Gb,1 500 zł,/d/oferta/i5-ram-ddr4-16-dysk-ssd-m2-500gb-CID99-IDPwuIx.html,Używane,"Warszawa, Ursus - Dzisiaj o 09:46"
Nagrywarka lg dvd ATA,15 zł,/d/oferta/nagrywarka-lg-dvd-ata-CID99-IDJGPmU.html,Używane,Olkusz - Dzisiaj o 09:46
Obudowy do Komputera  dell ……………,70 złdo negocjacji,/d/oferta/obudowy-do-komputera-dell-CID99-IDTHqZu.html,Używane,"Warszawa, Bemowo - Dzisiaj o 09:44"
Komputer GTX 1060 6GB,1 300 zł,/d/oferta/komputer-gtx-1060-6gb-CID99-IDTJcVO.html,Używane,Jarosław - Dzisiaj o 09:43
Komputer PC AMD Ryzen 1700x GeForce 1060 6GB 32GB Ram  SSD 480 GB,2 299 zł,/d/oferta/komputer-pc-amd-ryzen-1700x-geforce-1060-6gb-32gb-ram-ssd-480-gb-CID99-IDTTdXt.html,Używane,Bojano - Odświeżono Dzisiaj o 13:08
Komputer gamingowy jak nowy!! Okazja,1 350 zł,/d/oferta/komputer-gamingowy-jak-nowy-okazja-CID99-IDTTQ32.html,Używane,Trzcianka - 31 marca 2023
"Komputer PC Intel i5 4460 3.2GHz, 6 MB, BOX",1 000 zł,/d/oferta/komputer-pc-intel-i5-4460-3-2ghz-6-mb-box-CID99-IDTuRsC.html,Używane,"Szczecin, Bukowe - 30 marca 2023"
Komputer Gamingowy i59600k/2070super/32GB ram,3 500 złdo negocjacji,/d/oferta/komputer-gamingowy-i59600k-2070super-32gb-ram-CID99-IDTYaR4.html,Używane,"Wrocław, Fabryczna - Dzisiaj o 09:42"
Sprzedam komputer stacjonarny.,100 zł,/d/oferta/sprzedam-komputer-stacjonarny-CID99-IDMvDK9.html,Używane,Grajewo - Dzisiaj o 09:38
Zestaw Core  I-5  4 x 3.10 GHz,550 zł,/d/oferta/zestaw-core-i-5-4-x-3-10-ghz-CID99-IDTG7VX.html,Używane,Grodzisk Wielkopolski - Dzisiaj o 09:38
Dell AiO Inspiron 2205 Athlon 610e/4GB/240GB/Radeon HD 5450/W11,799 zł,/d/oferta/dell-aio-inspiron-2205-athlon-610e-4gb-240gb-radeon-hd-5450-w11-CID99-IDMTtY2.html,Używane,"Warszawa, Ursus - Dzisiaj o 09:36"
Advantech FWA-2320-02E jak nowy NFV wirtualizacja firewall router,2 200 zł,/d/oferta/advantech-fwa-2320-02e-jak-nowy-nfv-wirtualizacja-firewall-router-CID99-IDSHY5w.html,Używane,"Wrocław, Śródmieście - Dzisiaj o 09:35"
"Komputer stacjonarny i7 2700K, 16 GB RAM i GeForce 560 Ti",899 złdo negocjacji,/d/oferta/komputer-stacjonarny-i7-2700k-16-gb-ram-i-geforce-560-ti-CID99-IDRFiTQ.html,Używane,Zawidów - Dzisiaj o 09:35
!!Komputer Stacjonarny!!OKAZJA!!   I5 11400 I MONITOR!!,2 600 złdo negocjacji,/d/oferta/komputer-stacjonarny-okazja-i5-11400-i-monitor-CID99-IDTIOQC.html,Używane,Beleń-Kolonia - Dzisiaj o 09:34
"HP AIO 23,8"" CPU i5-10500T 8/256GB W11",2 650 zł,/d/oferta/hp-aio-23-8-cpu-i5-10500t-8-256gb-w11-CID99-IDSbVfT.html,Używane,"Warszawa, Ursus - Dzisiaj o 09:33"
"HP AIO 23,8"" CPU i3-10100T 8/256GB W11",2 350 zł,/d/oferta/hp-aio-23-8-cpu-i3-10100t-8-256gb-w11-CID99-IDSbVjC.html,Używane,"Warszawa, Ursus - Dzisiaj o 09:33"
Komputer PC (Intel i5) + monitor Dell 24 cale,700 zł,/d/oferta/komputer-pc-intel-i5-monitor-dell-24-cale-CID99-IDQM95W.html,Używane,Gubin - Dzisiaj o 09:32
Komputer do gier. i5 2500k/8gbDDR3/SSD/HDD/GTX1050Ti 4gb/ DOWÓZ,1 200 złdo negocjacji,/d/oferta/komputer-do-gier-i5-2500k-8gbddr3-ssd-hdd-gtx1050ti-4gb-dowoz-CID99-IDTBk3A.html,Używane,"Lędziny, Blich - 28 marca 2023"
Wydajny i mocny komputer all-in-one Apple iMac 27 cali 5k 2020 i9,9 200 zł,/d/oferta/wydajny-i-mocny-komputer-all-in-one-apple-imac-27-cali-5k-2020-i9-CID99-IDM6gXL.html,Używane,Bielsko-Biała - Odświeżono dnia 30 marca 2023
Komputer RTX 2070 Super/i5 8600k/Win 11 Pro,3 150 złdo negocjacji,/d/oferta/komputer-rtx-2070-super-i5-8600k-win-11-pro-CID99-IDT02sS.html,Nowe,Wyszków - 03 kwietnia 2023
Komputer stacjonarny,200 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDTYacZ.html,Używane,Kościerzyna - Dzisiaj o 09:31
Komputer I5 3.2 4Gb Geforce 550Ti SSD 120Gb HDD 500Gb Monitor 20 cali,600 zł,/d/oferta/komputer-i5-3-2-4gb-geforce-550ti-ssd-120gb-hdd-500gb-monitor-20-cali-CID99-IDTkvPT.html,Używane,Radom - Dzisiaj o 09:31
Komputer HP 500B MT (C2D E8500/ 4GB RAM/ 500GB HDD/ Win10 Pro),150 zł,/d/oferta/komputer-hp-500b-mt-c2d-e8500-4gb-ram-500gb-hdd-win10-pro-CID99-IDMOtpH.html,Używane,"Warszawa, Ursus - Dzisiaj o 09:28"
Komputer PC do Gier - Windows 10,1 900 zł,/d/oferta/komputer-pc-do-gier-windows-10-CID99-IDPUvVe.html,Używane,Lublin - Dzisiaj o 09:26
Komputer Biurowy Windows XP Professional Myszka Klawiatura,100 złdo negocjacji,/d/oferta/komputer-biurowy-windows-xp-professional-myszka-klawiatura-CID99-IDQmye0.html,Używane,Lublin - Dzisiaj o 09:26
Komputer Stacjonarny Do Gier i5 13th 32 GB RTX 2080 SUPER M.2 gen4 1TB,6 500 złdo negocjacji,/d/oferta/komputer-stacjonarny-do-gier-i5-13th-32-gb-rtx-2080-super-m-2-gen4-1tb-CID99-IDTJXAY.html,Używane,Nowy Sącz - Dzisiaj o 09:25
"Komputer Dell OptiPlex 5050, Intel Core i7-7700 Gen7, 64GB",1 467 zł,/d/oferta/komputer-dell-optiplex-5050-intel-core-i7-7700-gen7-64gb-CID99-IDTY9J3.html,Używane,"Poznań, Rataje - Dzisiaj o 09:24"
Komputer stacjonarny,300 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDTY9HV.html,Używane,Kościerzyna - Dzisiaj o 09:24
PC RYZEN 5 5600 | RX 6750XT MERC319 | ZŁOŻONY W STYCZNIU | Gwarancje,5 150 złdo negocjacji,/d/oferta/pc-ryzen-5-5600-rx-6750xt-merc319-zlozony-w-styczniu-gwarancje-CID99-IDTu9SY.html,Używane,Gocław - Dzisiaj o 09:22
HP Z230 Intel i5 16GB RAM SSD 256 GB Win7/Win10 Pro 64,2 000 zł,/d/oferta/hp-z230-intel-i5-16gb-ram-ssd-256-gb-win7-win10-pro-64-CID99-IDTQZdy.html,Używane,Goleniów - Odświeżono Dzisiaj o 09:20
Komputer do GIER Intel® Core™ i5/GTX 1060/16GB/500GB SSD MX500/Win10,1 300 zł,/d/oferta/komputer-do-gier-intel-core-i5-gtx-1060-16gb-500gb-ssd-mx500-win10-CID99-IDPRsk3.html,Używane,"Białystok, Zielone Wzgórza - 25 marca 2023"
Komputer do gier i7-6700 RTX 2060 16GB RAM 480 NVMe 1 TB HDD Win 10,2 900 zł,/d/oferta/komputer-do-gier-i7-6700-rtx-2060-16gb-ram-480-nvme-1-tb-hdd-win-10-CID99-IDTY0eE.html,Używane,"Poznań, Wilda - Dzisiaj o 07:39"
Komputer do gier i nauki,2 250 złdo negocjacji,/d/oferta/komputer-do-gier-i-nauki-CID99-IDTTKdK.html,Używane,Świdnica - 31 marca 2023
Komputer do gier i5-7600/GF1060-6GB/16GB/240SSD+1TB/DVD,1 800 zł,/d/oferta/komputer-do-gier-i5-7600-gf1060-6gb-16gb-240ssd-1tb-dvd-CID99-IDTDakz.html,Używane,Biadacz - Odświeżono Dzisiaj o 09:20
Komputer do gier cały zestaw,2 499 złdo negocjacji,/d/oferta/komputer-do-gier-caly-zestaw-CID99-IDTISpy.html,Używane,"Poznań, Rataje - Dzisiaj o 09:20"
"Komputer Dell OptiPlex 5050, Intel Core i7-6700 Gen6, 64GB",1 476 zł,/d/oferta/komputer-dell-optiplex-5050-intel-core-i7-6700-gen6-64gb-CID99-IDTY9bc.html,Używane,"Poznań, Rataje - Dzisiaj o 09:18"
"DELL OPTIPLEX 755 mały komputer biurowy 160GB, 4GB RAM 2x2.20GHz win 7",180 zł,/d/oferta/dell-optiplex-755-maly-komputer-biurowy-160gb-4gb-ram-2x2-20ghz-win-7-CID99-IDTY9iq.html,Używane,Dębica - Dzisiaj o 09:16
"Komputer ( intel i5 2500k ) z monitorem 27"" funkcje TV pilot.",699 zł,/d/oferta/komputer-intel-i5-2500k-z-monitorem-27-funkcje-tv-pilot-CID99-IDT1baE.html,Używane,Lublin - Dzisiaj o 09:16
"PC/Komputer Ryzen 7 3700X, 16 GB 3600 MHz, B450, GTX 1660 Super, SSD",2 699 złdo negocjacji,/d/oferta/pc-komputer-ryzen-7-3700x-16-gb-3600-mhz-b450-gtx-1660-super-ssd-CID99-IDTY9dE.html,Używane,Sochaczew - Dzisiaj o 09:15
Komputer Lenovo ThinkCentre M83 SFF I5 4 x 3GHz 4/128GB SSD cichy,450 zł,/d/oferta/komputer-lenovo-thinkcentre-m83-sff-i5-4-x-3ghz-4-128gb-ssd-cichy-CID99-IDTfRVO.html,Używane,Jankowice - Dzisiaj o 09:15
Procesor AMD Ryzen 3 2200G GPU Grafika VEGA 8 Cooler AMD BOX,179 zł,/d/oferta/procesor-amd-ryzen-3-2200g-gpu-grafika-vega-8-cooler-amd-box-CID99-IDQ9E3s.html,Używane,Jaworzno - Dzisiaj o 09:13
Fujitsu Esprimo P710 Core i3-2120,90 zł,/d/oferta/fujitsu-esprimo-p710-core-i3-2120-CID99-IDSK2SD.html,Używane,"Wrocław, Stare Miasto - Dzisiaj o 09:11"
Procesor AMD AM4 ryzen 3 2200g vega 8 wydajny do biura i gier,150 zł,/d/oferta/procesor-amd-am4-ryzen-3-2200g-vega-8-wydajny-do-biura-i-gier-CID99-IDT3t4V.html,Używane,"Wrocław, Stare Miasto - Dzisiaj o 09:11"
Do Gier 8-Rdzeni/GTX1030/Ram-16GB/SSD/Zalman/HDMI/LED,1 150 złdo negocjacji,/d/oferta/do-gier-8-rdzeni-gtx1030-ram-16gb-ssd-zalman-hdmi-led-CID99-IDSpHa3.html?,Używane,"Gdynia, Witomino-Leśniczówka - 23 marca 2023"
Komputer do nauki gier Intel I5 karta MSI R7 360  DDR3 16GB  SSD 240,1 285 złdo negocjacji,/d/oferta/komputer-do-nauki-gier-intel-i5-karta-msi-r7-360-ddr3-16gb-ssd-240-CID99-IDTP49p.html?,Używane,Rybnik - Odświeżono dnia 01 kwietnia 2023
"Komputer i7 8700, MSI Z370M, SSD M.2 NVMe, HDD, 16GB, W11",2 500 zł,/d/oferta/komputer-i7-8700-msi-z370m-ssd-m-2-nvme-hdd-16gb-w11-CID99-IDHTlVJ.html?,Używane,Sandomierz - 21 marca 2023
Komputer gamingowy zamienie,Zamienię,/d/oferta/komputer-gamingowy-zamienie-CID99-IDTY8X2.html?,Używane,"Czeladź, Kolonia Rożka - Dzisiaj o 09:11"
Komputer Gamingowy z zestawem Gamingowym,1 800 zł,/d/oferta/komputer-gamingowy-z-zestawem-gamingowym-CID99-IDTY8Wd.html?,Używane,Płock - Dzisiaj o 09:11
Sprzedam caly zestaw pc,200 zł,/d/oferta/sprzedam-caly-zestaw-pc-CID99-IDRF7JE.html?,Używane,Skierniewice - Dzisiaj o 09:09
Komputer stacjonarny PC | i5-6500 | GTX 970 | 16GB RAM | SSD 250GB,1 199 zł,/d/oferta/komputer-stacjonarny-pc-i5-6500-gtx-970-16gb-ram-ssd-250gb-CID99-IDT06Uz.html?,Używane,"Gdynia, Redłowo - Dzisiaj o 09:09"
Komputer HP ProDesk 600 G3 SFF i5-7500/16GB RAM/256GB M.2 NvMe/WIN10,400 zł,/d/oferta/komputer-hp-prodesk-600-g3-sff-i5-7500-16gb-ram-256gb-m-2-nvme-win10-CID99-IDSH1Py.html?,Używane,"Poznań, Naramowice - Dzisiaj o 09:07"
Komputer HP ProDesk 600 G3 SFF i7-7700/32GB RAM/256GB M.2 NvMe/WIN10,800 zł,/d/oferta/komputer-hp-prodesk-600-g3-sff-i7-7700-32gb-ram-256gb-m-2-nvme-win10-CID99-IDSH1qp.html?,Używane,"Poznań, Naramowice - Dzisiaj o 09:06"
"Komputer MSI, Intel Pentium G 3260, 16gb, 500gb, Intel HD, HDMI, Win10",340 zł,/d/oferta/komputer-msi-intel-pentium-g-3260-16gb-500gb-intel-hd-hdmi-win10-CID99-IDTf71N.html?,Używane,"Łódź, Górna - Dzisiaj o 09:06"
Komputer HP Desktop SFF i5,185 zł,/d/oferta/komputer-hp-desktop-sff-i5-CID99-IDTY8AP.html?,Używane,"Łódź, Bałuty - Dzisiaj o 09:05"
Komputer all-in-one MSI All In One AG220 2PE,1 190 złdo negocjacji,/d/oferta/komputer-all-in-one-msi-all-in-one-ag220-2pe-CID99-IDQM676.html?,Używane,"Warszawa, Wilanów - Dzisiaj o 09:05"
Komputer HP Compaq dc5750 Small Form Factor uszkodzony,100 zł,/d/oferta/komputer-hp-compaq-dc5750-small-form-factor-uszkodzony-CID99-IDTJ6iQ.html?,Uszkodzone,"Warszawa, Praga-Południe - Dzisiaj o 09:03"
[NOWY FV23%] PC do Gier i5 11400f RTX 3060 16GB RAM 500 GB SSD GAMING,3 549 zł,/d/oferta/nowy-fv23-pc-do-gier-i5-11400f-rtx-3060-16gb-ram-500-gb-ssd-gaming-CID99-IDNIC8V.html?,Nowe,"Czeladź, Śródmieście - 07 marca 2023"
Komputer Sprzedam Ryzen 2400G/RAM 16 GB/Dysk M.2 240 GB/WINDOWS 11,1 400 złdo negocjacji,/d/oferta/komputer-sprzedam-ryzen-2400g-ram-16-gb-dysk-m-2-240-gb-windows-11-CID99-IDTS8Fs.html?,Używane,"Wrocław, Krzyki - Odświeżono dnia 03 kwietnia 2023"
NOWY Komputer Gamingowy ARGB - RX 6700 XT - RYZEN 7 - 1TB M.2 -,4 550 złdo negocjacji,/d/oferta/nowy-komputer-gamingowy-argb-rx-6700-xt-ryzen-7-1tb-m-2-CID99-IDTF5E6.html?,Nowe,Lublin - 01 kwietnia 2023
Komputer stacjonarny AMD FX-4100 8GB RAM HDD GeForce9600 .::DELTA::.,590 zł,/d/oferta/komputer-stacjonarny-amd-fx-4100-8gb-ram-hdd-geforce9600-delta-CID99-IDQhQNd.html?,Używane,"Częstochowa, Śródmieście - Dzisiaj o 09:03"
Sprzedam używany komputer stacjonarny z dyskiem SSD512 GB,310 zł,/d/oferta/sprzedam-uzywany-komputer-stacjonarny-z-dyskiem-ssd512-gb-CID99-IDRsvMW.html?,Używane,Strzegom - Dzisiaj o 09:02
"iMac 21,5 cala 2019",4 500 zł,/d/oferta/imac-21-5-cala-2019-CID99-IDTsGsU.html?,Używane,Rudnik nad Sanem - Dzisiaj o 09:02
Komputer | i9 | RTX 3060 | NZXT x62 | z390-gaming,4 700 złdo negocjacji,/d/oferta/komputer-i9-rtx-3060-nzxt-x62-z390-gaming-CID99-IDR7oGm.html?,Używane,"Częstochowa, Północ - Dzisiaj o 08:59"
Komputer HP 800 G2 i5-6600 8GB DDR4 240GB SSD+ 500GB HDD,600 zł,/d/oferta/komputer-hp-800-g2-i5-6600-8gb-ddr4-240gb-ssd-500gb-hdd-CID99-IDKfGh9.html?,Używane,"Kraków, Swoszowice - Dzisiaj o 08:59"
"Stary komputer, retro PC",485 złdo negocjacji,/d/oferta/stary-komputer-retro-pc-CID99-IDNbWve.html?,Używane,Ruda Śląska - Dzisiaj o 08:58
"Komputer i5-4570 3.60 , GTX 750TI",700 zł,/d/oferta/komputer-i5-4570-3-60-gtx-750ti-CID99-IDPVUlr.html?,Używane,"Wrocław, Fabryczna - Dzisiaj o 08:54"
DELL OptiPlex 7040 i5 SSD M.2 NVME,660 zł,/d/oferta/dell-optiplex-7040-i5-ssd-m-2-nvme-CID99-IDLBQfn.html?,Używane,Zambrów - Dzisiaj o 08:54
komputer stacionarny 7gb ramu dziala,45 zł,/d/oferta/komputer-stacionarny-7gb-ramu-dziala-CID99-IDREWc5.html?,Używane,Zielona Góra - Dzisiaj o 08:49
PC do nauki i gier,550 zł,/d/oferta/pc-do-nauki-i-gier-CID99-IDTtHuE.html?,Używane,Szymanów - Dzisiaj o 08:49
Acer Nitro 50 RTX3060 / i5-11400F / 16GB RAM / 512 GB SSD,2 999 zł,/d/oferta/acer-nitro-50-rtx3060-i5-11400f-16gb-ram-512-gb-ssd-CID99-IDTDprD.html?,Używane,Łomża - 01 kwietnia 2023
"Xeon x3440 (4 rdzenie, 8 wątków) | 8GB DDR3 RAM | 240SSD",520 złdo negocjacji,/d/oferta/xeon-x3440-4-rdzenie-8-watkow-8gb-ddr3-ram-240ssd-CID99-IDTWpNx.html?,Używane,"Białystok, Centrum - 02 kwietnia 2023"
Zestaw! Komputer stacjonarny AORUS ACTINA AMD Ryzen 5 3600/16GB RAM/G,2 699 złdo negocjacji,/d/oferta/zestaw-komputer-stacjonarny-aorus-actina-amd-ryzen-5-3600-16gb-ram-g-CID99-IDTPyh4.html?,Używane,"Białystok, Dziesięciny II - Odświeżono Dzisiaj o 13:24"
Komputer stacjonarny,700 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDTY7rW.html?,Używane,Września - Dzisiaj o 08:47
Tani Komputer Lenovo M92p SFF / i3 / 4GB / 250GB HDD / Windows 7,349 zł,/d/oferta/tani-komputer-lenovo-m92p-sff-i3-4gb-250gb-hdd-windows-7-CID99-IDSc02M.html?,Używane,"Wrocław, Fabryczna - Dzisiaj o 08:46"
Komputer HP 8100 SFF / i3 / 4GB RAM DDR3 / 120GB SSD / Win10,434 zł,/d/oferta/komputer-hp-8100-sff-i3-4gb-ram-ddr3-120gb-ssd-win10-CID99-IDSeBe4.html?,Używane,"Wrocław, Fabryczna - Dzisiaj o 08:46"
Komputer stacjonarny,1 300 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDTY7jV.html?,Używane,Starogard Gdański - Dzisiaj o 08:45
Komputer Gamingowy MSI i5 10400f / rtx 2060 / 16GB DDR4 / 512GB nvme,2 898 zł,/d/oferta/komputer-gamingowy-msi-i5-10400f-rtx-2060-16gb-ddr4-512gb-nvme-CID99-IDTK1IF.html?,Nowe,"Wrocław, Psie Pole - Dzisiaj o 08:44"
"Komputer Gamingowy + Monitor 165hz, Rtx, Ryzen, 32GB Ram",7 500 zł,/d/oferta/komputer-gamingowy-monitor-165hz-rtx-ryzen-32gb-ram-CID99-IDTY72F.html?,Używane,Toruń - Dzisiaj o 08:40
Lenovo Edge92 i5 500GB HDD RAM 8GB wi-fi Win10PRO,250 zł,/d/oferta/lenovo-edge92-i5-500gb-hdd-ram-8gb-wi-fi-win10pro-CID99-IDTY6HT.html?,Używane,Świnice Warckie - Dzisiaj o 08:35
Komputer Fujitsu P920 i5-4670 8GB SSD + HDD Win10,400 zł,/d/oferta/komputer-fujitsu-p920-i5-4670-8gb-ssd-hdd-win10-CID99-IDTY6BE.html?,Używane,Budzyń - Dzisiaj o 08:33
AiO HP CPU i5-8400T 8/256/500GB W11,1 970 zł,/d/oferta/aio-hp-cpu-i5-8400t-8-256-500gb-w11-CID99-IDSbV5W.html?,Używane,"Warszawa, Ursus - Dzisiaj o 08:32"
Komputer FX8300/32GB/r9_380_4GB/2xSSD,1 399 zł,/d/oferta/komputer-fx8300-32gb-r9-380-4gb-2xssd-CID99-IDTY6xq.html?,Używane,"Warszawa, Ursus - Dzisiaj o 08:31"
Komputer i5 Gigabyte 1050ti 8gb ram ssd do grania gamingowy valorant,1 000 zł,/d/oferta/komputer-i5-gigabyte-1050ti-8gb-ram-ssd-do-grania-gamingowy-valorant-CID99-IDQ3IUb.html?,Używane,"Poznań, Junikowo - 24 marca 2023"
NOWY Komputer Ryzen 5 3600 GTX 1080 16GB RAM,2 450 zł,/d/oferta/nowy-komputer-ryzen-5-3600-gtx-1080-16gb-ram-CID99-IDTKSIh.html?,Nowe,Stary Wiśnicz - Odświeżono dnia 29 marca 2023
"Komputer do gier RX 6600 XT, Ryzen 5 3600, 16GB, SSD 1TB",3 250 złdo negocjacji,/d/oferta/komputer-do-gier-rx-6600-xt-ryzen-5-3600-16gb-ssd-1tb-CID99-IDTS8ag.html?,Używane,Horyniec-Zdrój - Odświeżono dnia 03 kwietnia 2023
"iMac retina 5k, 27 cali ,64gb ram , 1tb 2015 rok",6 500 złdo negocjacji,/d/oferta/imac-retina-5k-27-cali-64gb-ram-1tb-2015-rok-CID99-IDTY6rL.html?,Używane,"Warszawa, Białołęka - Dzisiaj o 08:30"
SERWER Fujitsu RX1330M3 E3-1225v6/32GB/2x2TB/2x450W/ DVD-RW,1 500 złdo negocjacji,/d/oferta/serwer-fujitsu-rx1330m3-e3-1225v6-32gb-2x2tb-2x450w-dvd-rw-CID99-IDRcFPJ.html?,Używane,Łańcut - Dzisiaj o 08:29
Komputer Fujitsu P9900 i5-650 4GB SSD + HDD Win10,300 zł,/d/oferta/komputer-fujitsu-p9900-i5-650-4gb-ssd-hdd-win10-CID99-IDTY6li.html?,Używane,Budzyń - Dzisiaj o 08:28
Zestaw Płyta ASRock Z370 Pro4 + i7-8700 + 16GB + Chłodzenie + Dysk 256,1 500 zł,/d/oferta/zestaw-plyta-asrock-z370-pro4-i7-8700-16gb-chlodzenie-dysk-256-CID99-IDTuNyh.html?,Używane,Sulejówek - Dzisiaj o 08:26
Dysk twardy 1TB 1000Gb,89 zł,/d/oferta/dysk-twardy-1tb-1000gb-CID99-IDHKb0d.html?,Używane,Elbląg - Dzisiaj o 08:26
Lenovo Think Centre A70 + LG E1942C-BN + Win10,240 zł,/d/oferta/lenovo-think-centre-a70-lg-e1942c-bn-win10-CID99-IDRuOvN.html?,Używane,Olkusz - Dzisiaj o 08:25
"Zestaw komputerowy E5800,SSD, Stacja, komputer Fujitsu Esprimo P2560",299 złdo negocjacji,/d/oferta/zestaw-komputerowy-e5800-ssd-stacja-komputer-fujitsu-esprimo-p2560-CID99-IDQ2OU5.html?,Używane,Zielona Góra - Dzisiaj o 08:23
Komputer do gier Intel i7 16gb ram RTX 3070 SSD NVME 1TB,5 400 zł,/d/oferta/komputer-do-gier-intel-i7-16gb-ram-rtx-3070-ssd-nvme-1tb-CID99-IDNk4m0.html?,Nowe,Toruń - Dzisiaj o 08:23
